prior	business	0.22942643391521197
prior	entertainment	0.17356608478802993
prior	politics	0.18753117206982545
prior	sports	0.22942643391521197
prior	tech	0.1800498753117207
Likelihood	sport	spurs	0.9
Likelihood	sport	entertain	0.6
Likelihood	politics	brighton	0.6666666666666666
Likelihood	sport	white	0.574468085106383
Likelihood	sport	hart	0.75
Likelihood	sport	lane.	0.75
Likelihood	sport	v	0.9090909090909091
Likelihood	sport	swindon/notts	1.0
Likelihood	business	co	0.5
Likelihood	entertainment	man	0.36666666666666664
Likelihood	sport	utd	0.6363636363636364
Likelihood	politics	blackpool	0.7777777777777778
Likelihood	sport	derby	0.8
Likelihood	sport	wigan	1.0
Likelihood	sport	wolves	1.0
Likelihood	sport	millwall	1.0
Likelihood	entertainment	hull	0.5
Likelihood	sport	colchester	1.0
Likelihood	sport	tottenham	1.0
Likelihood	tech	reading	0.3902439024390244
Likelihood	sport	stockport/swansea	1.0
Likelihood	sport	birmingham	0.6666666666666666
Likelihood	sport	leeds	0.6666666666666666
Likelihood	sport	hartlepool	0.7142857142857143
Likelihood	sport	boston	0.6923076923076923
Likelihood	sport	milton	0.6666666666666666
Likelihood	sport	keynes	1.0
Likelihood	sport	dons	1.0
Likelihood	sport	peterborough	1.0
Likelihood	sport	oldham	0.8571428571428571
Likelihood	sport	scunthorpe	1.0
Likelihood	sport	charlton	1.0
Likelihood	politics	rochdale	0.6666666666666666
Likelihood	sport	sheff	1.0
Likelihood	sport	rotherham	1.0
Likelihood	sport	yeovil	1.0
Likelihood	politics	bournemouth	0.7272727272727273
Likelihood	entertainment	chester	0.5
Likelihood	sport	coventry	1.0
Likelihood	sport	crewe	1.0
Likelihood	sport	portsmouth	0.8823529411764706
Likelihood	sport	gillingham	1.0
Likelihood	sport	qpr	1.0
Likelihood	sport	nottm	1.0
Likelihood	sport	forest	0.8235294117647058
Likelihood	sport	hinckley/brentford	1.0
Likelihood	sport	matches	0.9322033898305084
Likelihood	sport	played	0.5720164609053497
Likelihood	entertainment	ocean	0.631578947368421
Likelihood	entertainment	twelve	0.6428571428571429
Likelihood	tech	raids	0.6363636363636364
Likelihood	entertainment	box	0.6557377049180327
Likelihood	politics	office	0.4244604316546763
Likelihood	politics	crime	0.5294117647058824
Likelihood	entertainment	caper	1.0
Likelihood	entertainment	sequel	0.65
Likelihood	entertainment	starring	0.9863013698630136
Likelihood	politics	george	0.3026315789473684
Likelihood	entertainment	clooney	1.0
Likelihood	entertainment	brad	0.4
Likelihood	entertainment	pitt	0.625
Likelihood	entertainment	julia	1.0
Likelihood	entertainment	roberts	0.5925925925925926
Likelihood	sport	gone	0.34579439252336447
Likelihood	sport	straight	0.4461538461538462
Likelihood	entertainment	chart.	1.0
Likelihood	sport	took	0.30952380952380953
Likelihood	entertainment	$40.8m	1.0
Likelihood	entertainment	(£21m)	1.0
Likelihood	entertainment	ticket	0.7647058823529411
Likelihood	business	sales	0.6330749354005168
Likelihood	entertainment	studio	0.7142857142857143
Likelihood	entertainment	estimates.	0.6666666666666666
Likelihood	entertainment	follows	0.2962962962962963
Likelihood	tech	master	0.5625
Likelihood	tech	criminals	0.7142857142857143
Likelihood	sport	try	0.5226130653266332
Likelihood	sport	pull	0.3125
Likelihood	business	major	0.25523012552301255
Likelihood	entertainment	heists	1.0
Likelihood	business	europe.	0.3
Likelihood	sport	week	0.24173027989821882
Likelihood	politics	national	0.35034013605442177
Likelihood	entertainment	treasure	0.8333333333333334
Likelihood	entertainment	place.	0.2857142857142857
Likelihood	entertainment	wesley	1.0
Likelihood	entertainment	snipes	1.0
Likelihood	entertainment	blade:	1.0
Likelihood	entertainment	trinity	0.6666666666666666
Likelihood	entertainment	$16.1m	1.0
Likelihood	entertainment	(£8.4m).	1.0
Likelihood	entertainment	rounding	0.8
Likelihood	entertainment	top	0.340080971659919
Likelihood	entertainment	animated	0.9444444444444444
Likelihood	entertainment	fable	1.0
Likelihood	entertainment	polar	1.0
Likelihood	tech	express	0.29411764705882354
Likelihood	entertainment	tom	0.4791666666666667
Likelihood	entertainment	hanks	1.0
Likelihood	entertainment	festive	0.4782608695652174
Likelihood	entertainment	comedy	0.9743589743589743
Likelihood	entertainment	christmas	0.43703703703703706
Likelihood	entertainment	kranks.	1.0
Likelihood	entertainment	triumph	0.5833333333333334
Likelihood	business	marks	0.36363636363636365
Likelihood	entertainment	fourth-biggest	0.6666666666666666
Likelihood	sport	opening	0.47794117647058826
Likelihood	business	december	0.5981308411214953
Likelihood	tech	release	0.43548387096774194
Likelihood	sport	after	0.3913612565445026
Likelihood	entertainment	films	0.7378640776699029
Likelihood	politics	lord	0.8503937007874016
Likelihood	entertainment	rings	0.5217391304347826
Likelihood	entertainment	trilogy.	1.0
Likelihood	sport	narrowly	0.5
Likelihood	politics	2001	0.3076923076923077
Likelihood	business	predecessor	0.3333333333333333
Likelihood	entertainment	eleven	0.625
Likelihood	entertainment	$38.1m	1.0
Likelihood	entertainment	(£19.8m)	1.0
Likelihood	entertainment	$184m	1.0
Likelihood	entertainment	(£95.8m)	1.0
Likelihood	entertainment	total.	0.6666666666666666
Likelihood	entertainment	remake	1.0
Likelihood	entertainment	1960s	0.6470588235294118
Likelihood	entertainment	film	0.8885793871866295
Likelihood	sport	frank	0.425
Likelihood	entertainment	sinatra	1.0
Likelihood	entertainment	rat	0.8
Likelihood	sport	pack	0.6451612903225806
Likelihood	entertainment	directed	0.9
Likelihood	entertainment	oscar-winning	1.0
Likelihood	entertainment	director	0.48677248677248675
Likelihood	sport	steven	0.75
Likelihood	entertainment	soderbergh.	1.0
Likelihood	entertainment	soderbergh	1.0
Likelihood	sport	returns	0.2903225806451613
Likelihood	tech	direct	0.35135135135135137
Likelihood	business	hit	0.3238993710691824
Likelihood	entertainment	reunites	0.6666666666666666
Likelihood	sport	matt	0.6666666666666666
Likelihood	entertainment	damon	1.0
Likelihood	sport	garcia	0.5454545454545454
Likelihood	entertainment	elliott	0.5
Likelihood	entertainment	gould.	1.0
Likelihood	entertainment	catherine	0.8
Likelihood	entertainment	zeta-jones	1.0
Likelihood	sport	joins	0.5
Likelihood	entertainment	all-star	1.0
Likelihood	entertainment	cast.	1.0
Likelihood	entertainment	fun	0.5405405405405406
Likelihood	sport	good	0.3875
Likelihood	business	holiday	0.5483870967741935
Likelihood	entertainment	movie	0.7153284671532847
Likelihood	entertainment	dan	0.5714285714285714
Likelihood	entertainment	fellman	1.0
Likelihood	tech	distribution	0.4166666666666667
Likelihood	entertainment	warner	0.5
Likelihood	entertainment	bros.	0.6
Likelihood	entertainment	critics	0.37623762376237624
Likelihood	tech	less	0.30991735537190085
Likelihood	entertainment	complimentary	1.0
Likelihood	entertainment	$110m	1.0
Likelihood	entertainment	(£57.2m)	1.0
Likelihood	tech	project	0.546875
Likelihood	entertainment	los	0.746031746031746
Likelihood	entertainment	angeles	0.8775510204081632
Likelihood	tech	times	0.2608695652173913
Likelihood	tech	labelling	0.5
Likelihood	entertainment	dispiriting	1.0
Likelihood	entertainment	vanity	0.8888888888888888
Likelihood	business	milder	0.6
Likelihood	politics	review	0.4714285714285714
Likelihood	business	york	0.3602941176470588
Likelihood	tech	dubbed	0.4827586206896552
Likelihood	entertainment	unabashedly	1.0
Likelihood	entertainment	trivial	1.0
Likelihood	politics	howard	0.8840125391849529
Likelihood	entertainment	hits	0.48
Likelihood	politics	mongrel	1.0
Likelihood	politics	jibe	1.0
Likelihood	politics	michael	0.592156862745098
Likelihood	politics	peter	0.29545454545454547
Likelihood	politics	hain	1.0
Likelihood	politics	tory	1.0
Likelihood	politics	leader	0.8524590163934426
Likelihood	entertainment	acting	0.4090909090909091
Likelihood	tech	attack	0.37373737373737376
Likelihood	entertainment	shows	0.44696969696969696
Likelihood	politics	labour	0.95
Likelihood	politics	rattled	0.8333333333333334
Likelihood	politics	opposition.	0.6
Likelihood	business	upbeat	0.38461538461538464
Likelihood	politics	party	0.9373737373737374
Likelihood	politics	spring	0.6571428571428571
Likelihood	politics	campaigning	0.8780487804878049
Likelihood	tech	tactics	0.36363636363636365
Likelihood	sport	proved	0.3283582089552239
Likelihood	politics	tories	1.0
Likelihood	business	hitting	0.36
Likelihood	tech	home.	0.375
Likelihood	politics	anti-terror	1.0
Likelihood	politics	debate.	0.7692307692307693
Likelihood	tech	something	0.3406113537117904
Likelihood	entertainment	tells	0.5
Likelihood	sport	me	0.48936170212765956
Likelihood	tech	someone	0.3023255813953488
Likelihood	politics	somewhere	0.42857142857142855
Likelihood	politics	little	0.24680851063829787
Likelihood	sport	bit	0.559322033898305
Likelihood	politics	said.	0.2692878338278932
Likelihood	politics	commons	0.8981481481481481
Likelihood	sport	four	0.3384615384615385
Likelihood	politics	stance	0.6
Likelihood	politics	government	0.6256109481915934
Likelihood	politics	anti-terrorism	1.0
Likelihood	politics	legislation	0.7241379310344828
Likelihood	business	country	0.36153846153846153
Likelihood	politics	risk.	0.75
Likelihood	sport	then	0.3736842105263158
Likelihood	politics	behaving	0.8333333333333334
Likelihood	politics	opposition	0.5978260869565217
Likelihood	politics	sake	0.4
Likelihood	tech	anything	0.2773109243697479
Likelihood	politics	cling	1.0
Likelihood	business	costs	0.5283018867924528
Likelihood	politics	far	0.25
Likelihood	business	year	0.33648542159180456
Likelihood	business	compared	0.3504273504273504
Likelihood	politics	fagin	1.0
Likelihood	politics	shylock	1.0
Likelihood	politics	flying	0.3333333333333333
Likelihood	politics	pig.	1.0
Likelihood	business	morning	0.34
Likelihood	politics	mongrel.	1.0
Likelihood	sport	don	0.3192019950124688
Likelihood	sport	t	0.4071803852889667
Likelihood	politics	rattled.	1.0
Likelihood	politics	environment	0.5098039215686274
Likelihood	politics	secretary	0.9139344262295082
Likelihood	politics	margaret	0.8695652173913043
Likelihood	politics	beckett	1.0
Likelihood	politics	rejected	0.345679012345679
Likelihood	politics	comment	0.4027777777777778
Likelihood	politics	telling	0.6
Likelihood	politics	4	0.5590551181102362
Likelihood	politics	pm	1.0
Likelihood	sport	very	0.30183727034120733
Likelihood	sport	real	0.2916666666666667
Likelihood	politics	duty	0.7014925373134329
Likelihood	tech	get	0.35714285714285715
Likelihood	business	focus	0.3486238532110092
Likelihood	politics	proposals	0.6153846153846154
Likelihood	politics	examples	0.4166666666666667
Likelihood	tech	seeing	0.42592592592592593
Likelihood	politics	believe	0.42677824267782427
Likelihood	sport	really	0.3333333333333333
Likelihood	business	poor	0.37037037037037035
Likelihood	politics	judgement	0.9047619047619048
Likelihood	politics	behalf.	1.0
Likelihood	politics	policies	0.7164179104477612
Likelihood	politics	schools	0.7191011235955056
Likelihood	politics	taxes	0.6770833333333334
Likelihood	politics	immigration	0.9519230769230769
Likelihood	sport	striking	0.3076923076923077
Likelihood	politics	chord	1.0
Likelihood	politics	voters.	0.6666666666666666
Likelihood	business	since	0.3013182674199623
Likelihood	tech	beginning	0.25757575757575757
Likelihood	politics	election	0.926605504587156
Likelihood	sport	ve	0.49635036496350365
Likelihood	politics	political	0.6934673366834171
Likelihood	business	weather	0.5757575757575758
Likelihood	politics	conference.	0.5833333333333334
Likelihood	politics	denied	0.4726027397260274
Likelihood	politics	politics	0.9452054794520548
Likelihood	politics	raising	0.48717948717948717
Likelihood	politics	case	0.3392070484581498
Likelihood	business	dixon	0.6666666666666666
Likelihood	entertainment	whose	0.3119266055045872
Likelihood	entertainment	cancelled	0.4117647058823529
Likelihood	sport	seven	0.33613445378151263
Likelihood	sport	grabbed	0.46153846153846156
Likelihood	tech	headlines	0.3181818181818182
Likelihood	business	ago.	0.3
Likelihood	politics	claims	0.5202020202020202
Likelihood	politics	mrs	0.7631578947368421
Likelihood	politics	human	0.6566265060240963
Likelihood	politics	shield	0.4
Likelihood	entertainment	she	0.32525252525252524
Likelihood	politics	blair	0.9476987447698745
Likelihood	tech	being.	0.5
Likelihood	politics	plans	0.6309226932668329
Likelihood	politics	quotas	0.8
Likelihood	tech	media	0.6074074074074074
Likelihood	entertainment	coverage	0.42857142857142855
Likelihood	politics	racist	0.4482758620689655
Likelihood	tech	common	0.4189189189189189
Likelihood	politics	sense	0.41818181818181815
Likelihood	politics	pledged	0.6206896551724138
Likelihood	politics	cleaner	0.6
Likelihood	politics	hospitals	0.8518518518518519
Likelihood	politics	school	0.3865546218487395
Likelihood	politics	discipline	0.56
Likelihood	politics	promise	0.48717948717948717
Likelihood	politics	rid	0.42105263157894735
Likelihood	politics	correctness	1.0
Likelihood	politics	curriculum	0.5
Likelihood	politics	give	0.28378378378378377
Likelihood	tech	same	0.2701863354037267
Likelihood	sport	chance	0.5402843601895735
Likelihood	politics	decent	0.5217391304347826
Likelihood	business	state	0.5481481481481482
Likelihood	politics	education	0.6614173228346457
Likelihood	tech	had.	0.375
Likelihood	sport	come	0.2935323383084577
Likelihood	tech	ordinary	0.5161290322580645
Likelihood	entertainment	family.	0.4666666666666667
Likelihood	entertainment	teenage	0.46153846153846156
Likelihood	politics	applying	0.375
Likelihood	politics	cambridge	0.38461538461538464
Likelihood	politics	gordon	0.7407407407407407
Likelihood	politics	brown	0.8235294117647058
Likelihood	entertainment	love	0.5772357723577236
Likelihood	sport	me.	0.6
Likelihood	politics	stressed	0.41025641025641024
Likelihood	politics	commitment	0.37142857142857144
Likelihood	business	cut	0.4686192468619247
Likelihood	entertainment	red	0.31343283582089554
Likelihood	politics	tape	0.5384615384615384
Likelihood	business	increase	0.4425531914893617
Likelihood	tech	basic	0.5272727272727272
Likelihood	politics	pension	0.6363636363636364
Likelihood	sport	line	0.28865979381443296
Likelihood	business	earnings.	0.5
Likelihood	sport	finished	0.6119402985074627
Likelihood	politics	appeal	0.3821138211382114
Likelihood	politics	activists	0.875
Likelihood	politics	election.	0.9122807017543859
Likelihood	politics	day	0.2823920265780731
Likelihood	tech	able	0.44482758620689655
Likelihood	tech	your	0.5407407407407407
Likelihood	politics	children	0.4080717488789238
Likelihood	politics	grandchildren	0.6666666666666666
Likelihood	tech	mine	0.4
Likelihood	sport	there.	0.38461538461538464
Likelihood	sport	my	0.46801872074882994
Likelihood	sport	bit.	0.625
Likelihood	politics	part.	0.3333333333333333
Likelihood	tech	helped	0.296
Likelihood	entertainment	famous	0.3953488372093023
Likelihood	politics	co-ordinator	0.4444444444444444
Likelihood	politics	alan	0.48598130841121495
Likelihood	politics	milburn	0.9523809523809523
Likelihood	politics	said:	0.5048543689320388
Likelihood	business	confirms	0.42857142857142855
Likelihood	sport	always	0.2863849765258216
Likelihood	politics	strategy	0.5666666666666667
Likelihood	politics	opportunism	1.0
Likelihood	tech	vision	0.47368421052631576
Likelihood	politics	country.	0.5256410256410257
Likelihood	politics	reference	0.5
Likelihood	entertainment	appearance	0.3181818181818182
Likelihood	entertainment	family	0.3586206896551724
Likelihood	sport	perfectly	0.4583333333333333
Likelihood	politics	entitled	0.4827586206896552
Likelihood	politics	pose	0.3333333333333333
Likelihood	politics	today.	0.25
Likelihood	tech	working	0.3394495412844037
Likelihood	politics	families	0.6323529411764706
Likelihood	politics	damaged	0.5263157894736842
Likelihood	politics	plan	0.46842105263157896
Likelihood	politics	£35bn	1.0
Likelihood	politics	public	0.5803757828810021
Likelihood	business	spending.	0.5333333333333333
